 frequency       onoise_spectrum inoise_spectrum
 1.00000000e+00  7.25497559e-06  2.27159340e-07 
 1.02329299e+00  7.18025977e-06  2.24819925e-07 
 1.04712855e+00  7.10632505e-06  2.22504967e-07 
 1.07151931e+00  7.03316314e-06  2.20214207e-07 
 1.09647820e+00  6.96076586e-06  2.17947388e-07 
 1.12201845e+00  6.88912508e-06  2.15704255e-07 
 1.14815362e+00  6.81823280e-06  2.13484559e-07 
 1.17489755e+00  6.74808107e-06  2.11288049e-07 
 1.20226443e+00  6.67866204e-06  2.09114482e-07 
 1.23026877e+00  6.60996795e-06  2.06963612e-07 
 1.25892541e+00  6.54199112e-06  2.04835201e-07 
 1.28824955e+00  6.47472394e-06  2.02729010e-07 
 1.31825674e+00  6.40815891e-06  2.00644803e-07 
 1.34896288e+00  6.34228858e-06  1.98582348e-07 
 1.38038426e+00  6.27710559e-06  1.96541414e-07 
 1.41253754e+00  6.21260268e-06  1.94521774e-07 
 1.44543977e+00  6.14877264e-06  1.92523202e-07 
 1.47910839e+00  6.08560835e-06  1.90545476e-07 
 1.51356125e+00  6.02310276e-06  1.88588374e-07 
 1.54881662e+00  5.96124891e-06  1.86651678e-07 
 1.58489319e+00  5.90003989e-06  1.84735173e-07 
 1.62181010e+00  5.83946890e-06  1.82838644e-07 
 1.65958691e+00  5.77952918e-06  1.80961882e-07 
 1.69824365e+00  5.72021406e-06  1.79104676e-07 
 1.73780083e+00  5.66151694e-06  1.77266820e-07 
 1.77827941e+00  5.60343128e-06  1.75448110e-07 
 1.81970086e+00  5.54595063e-06  1.73648342e-07 
 1.86208714e+00  5.48906858e-06  1.71867318e-07 
 1.90546072e+00  5.43277882e-06  1.70104839e-07 
 1.94984460e+00  5.37707509e-06  1.68360708e-07 
 1.99526231e+00  5.32195121e-06  1.66634733e-07 
 2.04173794e+00  5.26740104e-06  1.64926722e-07 
 2.08929613e+00  5.21341853e-06  1.63236485e-07 
 2.13796209e+00  5.15999770e-06  1.61563834e-07 
 2.18776162e+00  5.10713261e-06  1.59908584e-07 
 2.23872114e+00  5.05481740e-06  1.58270551e-07 
 2.29086765e+00  5.00304627e-06  1.56649554e-07 
 2.34422882e+00  4.95181348e-06  1.55045412e-07 
 2.39883292e+00  4.90111335e-06  1.53457949e-07 
 2.45470892e+00  4.85094027e-06  1.51886988e-07 
 2.51188643e+00  4.80128868e-06  1.50332355e-07 
 2.57039578e+00  4.75215309e-06  1.48793879e-07 
 2.63026799e+00  4.70352805e-06  1.47271388e-07 
 2.69153480e+00  4.65540818e-06  1.45764715e-07 
 2.75422870e+00  4.60778818e-06  1.44273693e-07 
 2.81838293e+00  4.56066276e-06  1.42798157e-07 
 2.88403150e+00  4.51402672e-06  1.41337944e-07 
 2.95120923e+00  4.46787491e-06  1.39892892e-07 
 3.01995172e+00  4.42220224e-06  1.38462842e-07 
 3.09029543e+00  4.37700365e-06  1.37047637e-07 
 3.16227766e+00  4.33227416e-06  1.35647119e-07 
 3.23593657e+00  4.28800883e-06  1.34261135e-07 
 3.31131121e+00  4.24420278e-06  1.32889531e-07 
 3.38844156e+00  4.20085119e-06  1.31532156e-07 
 3.46736850e+00  4.15794926e-06  1.30188861e-07 
 3.54813389e+00  4.11549228e-06  1.28859498e-07 
 3.63078055e+00  4.07347556e-06  1.27543919e-07 
 3.71535229e+00  4.03189448e-06  1.26241981e-07 
 3.80189396e+00  3.99074446e-06  1.24953539e-07 
 3.89045145e+00  3.95002097e-06  1.23678453e-07 
 3.98107171e+00  3.90971953e-06  1.22416581e-07 
 4.07380278e+00  3.86983571e-06  1.21167785e-07 
 4.16869383e+00  3.83036512e-06  1.19931928e-07 
 4.26579519e+00  3.79130342e-06  1.18708874e-07 
 4.36515832e+00  3.75264633e-06  1.17498488e-07 
 4.46683592e+00  3.71438959e-06  1.16300638e-07 
 4.57088190e+00  3.67652900e-06  1.15115191e-07 
 4.67735141e+00  3.63906041e-06  1.13942018e-07 
 4.78630092e+00  3.60197971e-06  1.12780991e-07 
 4.89778819e+00  3.56528283e-06  1.11631981e-07 
 5.01187234e+00  3.52896574e-06  1.10494862e-07 
 5.12861384e+00  3.49302446e-06  1.09369511e-07 
 5.24807460e+00  3.45745505e-06  1.08255803e-07 
 5.37031796e+00  3.42225362e-06  1.07153617e-07 
 5.49540874e+00  3.38741631e-06  1.06062832e-07 
 5.62341325e+00  3.35293931e-06  1.04983328e-07 
 5.75439937e+00  3.31881883e-06  1.03914987e-07 
 5.88843655e+00  3.28505116e-06  1.02857693e-07 
 6.02559586e+00  3.25163259e-06  1.01811330e-07 
 6.16595002e+00  3.21855947e-06  1.00775783e-07 
 6.30957344e+00  3.18582818e-06  9.97509388e-08 
 6.45654229e+00  3.15343515e-06  9.87366860e-08 
 6.60693448e+00  3.12137684e-06  9.77329135e-08 
 6.76082975e+00  3.08964974e-06  9.67395117e-08 
 6.91830971e+00  3.05825040e-06  9.57563721e-08 
 7.07945784e+00  3.02717538e-06  9.47833874e-08 
 7.24435960e+00  2.99642130e-06  9.38204515e-08 
 7.41310241e+00  2.96598480e-06  9.28674593e-08 
 7.58577575e+00  2.93586257e-06  9.19243069e-08 
 7.76247117e+00  2.90605131e-06  9.09908916e-08 
 7.94328235e+00  2.87654778e-06  9.00671115e-08 
 8.12830516e+00  2.84734877e-06  8.91528661e-08 
 8.31763771e+00  2.81845109e-06  8.82480557e-08 
 8.51138038e+00  2.78985161e-06  8.73525820e-08 
 8.70963590e+00  2.76154720e-06  8.64663474e-08 
 8.91250938e+00  2.73353479e-06  8.55892555e-08 
 9.12010839e+00  2.70581134e-06  8.47212109e-08 
 9.33254301e+00  2.67837382e-06  8.38621193e-08 
 9.54992586e+00  2.65121925e-06  8.30118872e-08 
 9.77237221e+00  2.62434469e-06  8.21704224e-08 
 1.00000000e+01  2.59774722e-06  8.13376333e-08 
 1.02329299e+01  2.57142394e-06  8.05134295e-08 
 1.04712855e+01  2.54537201e-06  7.96977216e-08 
 1.07151931e+01  2.51958858e-06  7.88904211e-08 
 1.09647820e+01  2.49407087e-06  7.80914403e-08 
 1.12201845e+01  2.46881611e-06  7.73006927e-08 
 1.14815362e+01  2.44382156e-06  7.65180924e-08 
 1.17489755e+01  2.41908451e-06  7.57435547e-08 
 1.20226443e+01  2.39460228e-06  7.49769957e-08 
 1.23026877e+01  2.37037222e-06  7.42183322e-08 
 1.25892541e+01  2.34639170e-06  7.34674822e-08 
 1.28824955e+01  2.32265813e-06  7.27243644e-08 
 1.31825674e+01  2.29916895e-06  7.19888984e-08 
 1.34896288e+01  2.27592160e-06  7.12610046e-08 
 1.38038426e+01  2.25291358e-06  7.05406042e-08 
 1.41253754e+01  2.23014240e-06  6.98276195e-08 
 1.44543977e+01  2.20760559e-06  6.91219733e-08 
 1.47910839e+01  2.18530073e-06  6.84235894e-08 
 1.51356125e+01  2.16322540e-06  6.77323924e-08 
 1.54881662e+01  2.14137722e-06  6.70483076e-08 
 1.58489319e+01  2.11975382e-06  6.63712612e-08 
 1.62181010e+01  2.09835289e-06  6.57011801e-08 
 1.65958691e+01  2.07717211e-06  6.50379921e-08 
 1.69824365e+01  2.05620919e-06  6.43816256e-08 
 1.73780083e+01  2.03546187e-06  6.37320099e-08 
 1.77827941e+01  2.01492793e-06  6.30890749e-08 
 1.81970086e+01  1.99460514e-06  6.24527514e-08 
 1.86208714e+01  1.97449132e-06  6.18229709e-08 
 1.90546072e+01  1.95458430e-06  6.11996654e-08 
 1.94984460e+01  1.93488193e-06  6.05827681e-08 
 1.99526231e+01  1.91538211e-06  5.99722123e-08 
 2.04173794e+01  1.89608273e-06  5.93679325e-08 
 2.08929613e+01  1.87698171e-06  5.87698638e-08 
 2.13796209e+01  1.85807701e-06  5.81779417e-08 
 2.18776162e+01  1.83936658e-06  5.75921026e-08 
 2.23872114e+01  1.82084842e-06  5.70122837e-08 
 2.29086765e+01  1.80252055e-06  5.64384226e-08 
 2.34422882e+01  1.78438099e-06  5.58704578e-08 
 2.39883292e+01  1.76642779e-06  5.53083282e-08 
 2.45470892e+01  1.74865903e-06  5.47519735e-08 
 2.51188643e+01  1.73107280e-06  5.42013341e-08 
 2.57039578e+01  1.71366722e-06  5.36563509e-08 
 2.63026799e+01  1.69644043e-06  5.31169654e-08 
 2.69153480e+01  1.67939056e-06  5.25831199e-08 
 2.75422870e+01  1.66251580e-06  5.20547571e-08 
 2.81838293e+01  1.64581434e-06  5.15318205e-08 
 2.88403150e+01  1.62928439e-06  5.10142540e-08 
 2.95120923e+01  1.61292419e-06  5.05020023e-08 
 3.01995172e+01  1.59673197e-06  4.99950105e-08 
 3.09029543e+01  1.58070601e-06  4.94932244e-08 
 3.16227766e+01  1.56484460e-06  4.89965903e-08 
 3.23593657e+01  1.54914603e-06  4.85050551e-08 
 3.31131121e+01  1.53360864e-06  4.80185663e-08 
 3.38844156e+01  1.51823075e-06  4.75370718e-08 
 3.46736850e+01  1.50301073e-06  4.70605203e-08 
 3.54813389e+01  1.48794695e-06  4.65888609e-08 
 3.63078055e+01  1.47303781e-06  4.61220432e-08 
 3.71535229e+01  1.45828171e-06  4.56600173e-08 
 3.80189396e+01  1.44367707e-06  4.52027340e-08 
 3.89045145e+01  1.42922235e-06  4.47501445e-08 
 3.98107171e+01  1.41491599e-06  4.43022005e-08 
 4.07380278e+01  1.40075648e-06  4.38588543e-08 
 4.16869383e+01  1.38674230e-06  4.34200587e-08 
 4.26579519e+01  1.37287196e-06  4.29857668e-08 
 4.36515832e+01  1.35914399e-06  4.25559325e-08 
 4.46683592e+01  1.34555691e-06  4.21305099e-08 
 4.57088190e+01  1.33210929e-06  4.17094537e-08 
 4.67735141e+01  1.31879970e-06  4.12927193e-08 
 4.78630092e+01  1.30562672e-06  4.08802621e-08 
 4.89778819e+01  1.29258894e-06  4.04720385e-08 
 5.01187234e+01  1.27968498e-06  4.00680048e-08 
 5.12861384e+01  1.26691348e-06  3.96681183e-08 
 5.24807460e+01  1.25427306e-06  3.92723364e-08 
 5.37031796e+01  1.24176240e-06  3.88806170e-08 
 5.49540874e+01  1.22938015e-06  3.84929187e-08 
 5.62341325e+01  1.21712502e-06  3.81092001e-08 
 5.75439937e+01  1.20499568e-06  3.77294206e-08 
 5.88843655e+01  1.19299087e-06  3.73535398e-08 
 6.02559586e+01  1.18110930e-06  3.69815180e-08 
 6.16595002e+01  1.16934972e-06  3.66133156e-08 
 6.30957344e+01  1.15771087e-06  3.62488936e-08 
 6.45654229e+01  1.14619153e-06  3.58882134e-08 
