 frequency                real(v(out))             imag(v(out))            
 1.00000000000000000e+01 -1.10213625602669252e+00  1.38314780621155826e-06 
 1.05925372517728889e+01 -1.10213625602648202e+00  1.46510446620010884e-06 
 1.12201845430196343e+01 -1.10213625602624532e+00  1.55191736359601844e-06 
 1.18850222743701845e+01 -1.10213625602598042e+00  1.64387424855600579e-06 
 1.25892541179416728e+01 -1.10213625602568266e+00  1.74127992150549769e-06 
 1.33352143216332415e+01 -1.10213625602534870e+00  1.84445724343055986e-06 
 1.41253754462275438e+01 -1.10213625602497389e+00  1.95374820603339320e-06 
 1.49623565609443343e+01 -1.10213625602455356e+00  2.06951506529853185e-06 
 1.58489319246111346e+01 -1.10213625602408194e+00  2.19214154222705636e-06 
 1.67880401812256039e+01 -1.10213625602355281e+00  2.32203409471878853e-06 
 1.77827941003892285e+01 -1.10213625602295884e+00  2.45962326481823111e-06 
 1.88364908948980059e+01 -1.10213625602229248e+00  2.60536510578986968e-06 
 1.99526231496887974e+01 -1.10213625602154508e+00  2.75974269375297861e-06 
 2.11348903983664691e+01 -1.10213625602070620e+00  2.92326772888643466e-06 
 2.23872113856833970e+01 -1.10213625601976517e+00  3.09648223151087897e-06 
 2.37137370566165551e+01 -1.10213625601870890e+00  3.27996033867005754e-06 
 2.51188643150958022e+01 -1.10213625601752407e+00  3.47431020716630285e-06 
 2.66072505979880987e+01 -1.10213625601619492e+00  3.68017602935797064e-06 
 2.81838293126445407e+01 -1.10213625601470300e+00  3.89824016840034274e-06 
 2.98538261891795997e+01 -1.10213625601302923e+00  4.12922542000756960e-06 
 3.16227766016837961e+01 -1.10213625601115139e+00  4.37389740823235859e-06 
 3.34965439157827660e+01 -1.10213625600904463e+00  4.63306712320460252e-06 
 3.54813389233575478e+01 -1.10213625600668030e+00  4.90759360924042886e-06 
 3.75837404288444219e+01 -1.10213625600402776e+00  5.19838681223173390e-06 
 3.98107170553497340e+01 -1.10213625600105147e+00  5.50641059575416417e-06 
 4.21696503428582332e+01 -1.10213625599771214e+00  5.83268593589071315e-06 
 4.46683592150963236e+01 -1.10213625599396536e+00  6.17829430536052410e-06 
 4.73151258961480607e+01 -1.10213625598976139e+00  6.54438125816993510e-06 
 5.01187233627272448e+01 -1.10213625598504428e+00  6.93216022666742281e-06 
 5.30884444230988564e+01 -1.10213625597975184e+00  7.34291654358822882e-06 
 5.62341325190349295e+01 -1.10213625597381348e+00  7.77801170242008366e-06 
 5.95662143529010706e+01 -1.10213625596715059e+00  8.23888787021146966e-06 
 6.30957344480193498e+01 -1.10213625595952225e+00  8.72707266777818177e-06 
 6.68343917568614927e+01 -1.10213625595113385e+00  9.24418423316695213e-06 
 7.07945784384138221e+01 -1.10213625594172226e+00  9.79193658512406687e-06 
 7.49894209332456114e+01 -1.10213625593116205e+00  1.03721453043935851e-05 
 7.94328234724281828e+01 -1.10213625591931352e+00  1.09867335516415347e-05 
 8.41395141645195395e+01 -1.10213625590601927e+00  1.16377384419669546e-05 
 8.91250938133745905e+01 -1.10213625589110276e+00  1.23273177971264584e-05 
 9.44060876285923740e+01 -1.10213625587436614e+00  1.30577572978532317e-05 
 1.00000000000000043e+02 -1.10213625585551145e+00  1.38314780599756140e-05 
 1.05925372517728931e+02 -1.10213625583444119e+00  1.46510446594584764e-05 
 1.12201845430196386e+02 -1.10213625581080010e+00  1.55191736329390559e-05 
 1.18850222743701892e+02 -1.10213625578427443e+00  1.64387424819702687e-05 
 1.25892541179416767e+02 -1.10213625575443586e+00  1.74127992107869824e-05 
 1.33352143216332450e+02 -1.10213625572088936e+00  1.84445724292292192e-05 
 1.41253754462275481e+02 -1.10213625568342111e+00  1.95374820543026229e-05 
 1.49623565609443403e+02 -1.10213625564122819e+00  2.06951506458134651e-05 
 1.58489319246111421e+02 -1.10213625559405815e+00  2.19214154137497679e-05 
